CID,Compound_Name,SMILES,Flavor_Description,Source
12245522,methyl alpha-l-idopyranoside,CO[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O,sweet,FlavorDB
12245526,"(2s,3s,4s,5s,6r)-2-(hydroxymethyl)-6-methoxytetrahydro-2h-pyran-3,4,5-triol",CO[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O,sweet,FlavorDB
12245536,schembl7145037,CO[C@H]1[C@H]([C@H](O[C@@H]([C@@H]1OC)OC)CO)O,sweet,FlavorDB
12245537,schembl7155379,CO[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1OC)OC)CO)O,sweet,FlavorDB
12255414,3-methyl-2-phenylbutanal,CC(C)C(C=O)C1=CC=CC=C1,green;fruity;bitter,FlavorDB
12285853,d-galactose-3-d,[2H][C@@]1([C@H]([C@H](OC([C@@H]1O)O)CO)O)O,sweet,FlavorDB
12285856,136864-16-9,[2H][C@]1([C@H]([C@@H]([C@H](C(O1)O)O)O)O)CO,sweet,FlavorDB
12285861,"(3R,4R,5R,6R)-6-(hydroxymethyl)-2-tritiooxane-2,3,4,5-tetrol",[3H]C1([C@@H]([C@@H]([C@H]([C@H](O1)CO)O)O)O)O,sweet,FlavorDB
12285862,starkesyrup,C(C1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet,FlavorDB
12285863,beta-d-galp,C([C@@H]1[C@@H](C([C@H]([C@@H](O1)O)O)O)O)O,sweet,FlavorDB
12285870,labeled glucose,C([C@@H]1[C@H]([C@@H]([13C@H](C(O1)O)O)O)O)O,sweet,FlavorDB
12285871,"d-glucose-6,6-d2",[2H]C([2H])([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,sweet,FlavorDB
12285877,d-[ul-13c6]galactose,[13CH2]([13C@@H]1[13C@H]([13C@@H]([13C@H]([13C@H](O1)O)O)O)O)O,sweet,FlavorDB
12285878,d-glucose-1-13c,C([C@@H]1[C@H]([C@@H]([C@H]([13CH](O1)O)O)O)O)O,sweet,FlavorDB
12285879,l-allopyranose,C([C@H]1[C@@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,sweet,FlavorDB
12285885,d-mannose-2-13c,C([C@@H]1[C@H]([C@@H]([13C@@H](C(O1)O)O)O)O)O,sweet,FlavorDB
12285886,70849-31-9,C([C@@H]1[C@H]([C@@H]([C@@H]([13CH](O1)O)O)O)O)O,sweet,FlavorDB
12285889,dextrose-1-d1,[2H]C1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,sweet,FlavorDB
12285890,d-glucose-13c-5,[13CH2]([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,sweet,FlavorDB
12285891,"(2R,3R,4S,5S,6R)-6-(hydroxy(113C)methyl)oxane-2,3,4,5-tetrol",[13CH2]([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet,FlavorDB
12285892,"(2R,3R,4S,5S,6R)-6-[dideuterio(hydroxy)methyl]oxane-2,3,4,5-tetrol",[2H]C([2H])([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,sweet,FlavorDB
12298584,schembl11572466,C(CC(CO)(O)O)CO,sweet,FlavorDB
12300187,"2,6-dideoxy-l-arabino-hexopyranose",C[C@H]1[C@@H]([C@H](CC(O1)O)O)O,sweet,FlavorDB
12300188,l-digitoxopyranose,C[C@H]1[C@@H]([C@@H](CC(O1)O)O)O,sweet,FlavorDB
12302012,alpha-gentiobiose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O,sweet,FlavorDB
12302019,epiisomaltose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H](C(O2)O)O)O)O)O)O)O)O,sweet,FlavorDB
12302035,ft-0776080,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,sweet,FlavorDB
12302233,19870-44-1,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,sweet,FlavorDB
12302234,luteolin-7-o-|a-l-arabinopyranosyl (1 inverted exclamation marku6)-|a-d-glucopyranoside,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,sweet,FlavorDB
12302393,"2-[3,4-dihydroxy-5-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3,5,7-trihydroxychromen-4-one",C1=C(C=C(C(=C1O)O)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C3=C(C(=O)C4=C(C=C(C=C4O3)O)O)O,sweet,FlavorDB
12302626,laminaribiitol,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@H](CO)O)[C@@H]([C@@H](CO)O)O)O)O)O)O,sweet,FlavorDB
12302628,4-o-beta-d-gulopyranosyl-d-glucitol,C([C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,sweet,FlavorDB
12302658,zinc15205635,C([C@@H]1[C@H]([C@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
12302663,alpha-d-glucosyl-(1->4)-beta-d-mannose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
12302671,zinc43505220,C([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
12302672,"(2R,3S,4R,5R,6S)-2-(hydroxymethyl)-6-[(2R,3R,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C([C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
12302675,"(2S,3R,4R,5S,6S)-2-(hydroxymethyl)-6-[(2S,3R,4S,5S,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C([C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
12302681,alpha-d-glucosyl-(1->4)-d-mannopyranose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@H]([C@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
12302683,4-o-(beta-d-glucopyranosyl)-d-glucopyranose,C([C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@H](OC([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
12302691,"wurcs=2.0/1,2,1/[a2212h-1b_1-5]/1-1/a4-b1",C([C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
12302694,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3R,4S,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,sweet,FlavorDB
12302835,schembl14241166,CC1CC(C(C(O1)O)O)OC,sweet,FlavorDB
12302958,6-deoxy-altopyranose,C[C@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O,sweet,FlavorDB
12302959,schembl17739358,C[C@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O,sweet,FlavorDB
12302960,6-deoxy-d-gulopyranose,C[C@@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O,sweet,FlavorDB
12302962,6-deoxy-dmannose,C[C@@H]1[C@@H]([C@H]([C@@H](C(O1)O)O)O)O,sweet,FlavorDB
12302966,6-deoxy-l-idopyranose,C[C@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O,sweet,FlavorDB
12302968,schembl3833986,C[C@@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O,sweet,FlavorDB
12302969,zinc15206242,C[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)O)O)O)O,sweet,FlavorDB
12302971,6-deoxy-beta-d-allopyranose,C[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O,sweet,FlavorDB
12302973,l-talomethylose,C[C@H]1[C@H]([C@H]([C@H](C(O1)O)O)O)O,sweet,FlavorDB
12302974,6-deoxy-alpha-d-allose,C[C@@H]1[C@H]([C@H]([C@H]([C@H](O1)O)O)O)O,sweet,FlavorDB
12302975,6-deoxy-beta-l-talose,C[C@H]1[C@H]([C@H]([C@H]([C@H](O1)O)O)O)O,sweet,FlavorDB
12302977,6-deoxy-alpha-l-talopyranose,C[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O,sweet,FlavorDB
12303272,bcp28926,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)O)OC,sweet,FlavorDB
12303301,schembl13304321,CC1C(C(CC(O1)O)(C)OC)O,sweet,FlavorDB
12303303,alpha-l-cladinose,C[C@H]1[C@@H]([C@](C[C@@H](O1)O)(C)OC)O,sweet,FlavorDB
12303777,"1,2,4,5-hexanetetraol",CC(C(CC(CO)O)O)O,sweet,FlavorDB
12303778,schembl7150167,C[C@H]([C@H](C[C@H](CO)O)O)O,sweet,FlavorDB
12303779,"3,6-dideoxy-d-xylo-hexitol",C[C@H]([C@@H](C[C@H](CO)O)O)O,sweet,FlavorDB
12303780,"3,6-dideoxy-l-galacto-hexopyranose",C[C@H]1[C@H](C[C@@H](C(O1)O)O)O,sweet,FlavorDB
12303781,ascarylopyranose,C[C@H]1[C@@H](C[C@H](C(O1)O)O)O,sweet,FlavorDB
12303782,"3,6-dideoxy-arabino-hexopyranose",C[C@@H]1[C@H](C[C@@H](C(O1)O)O)O,sweet,FlavorDB
12303783,"3,6-dideoxy-d-ribo-hexopyranose",C[C@@H]1[C@H](C[C@H](C(O1)O)O)O,sweet,FlavorDB
12303786,alpha-d-paratopyranose,C[C@@H]1[C@H](C[C@H]([C@H](O1)O)O)O,sweet,FlavorDB
12303787,beta-ascarylopyranose,C[C@H]1[C@@H](C[C@H]([C@H](O1)O)O)O,sweet,FlavorDB
12303788,alpha-ascarylopyranose,C[C@H]1[C@@H](C[C@H]([C@@H](O1)O)O)O,sweet,FlavorDB
12303942,coreopsin,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O,sweet,FlavorDB
12303943,coreopsin,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,sweet,FlavorDB
12304257,schembl7296345,CC1C(C(C(C(O1)O)O)O)OC,sweet,FlavorDB
12304610,thujyl alcohol,C[C@@H]1[C@H]2C[C@]2(C[C@@H]1O)C(C)C,minty;cool,FlavorDB
12304737,luteolin-4'-o-glucoside,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,sweet,FlavorDB
12304738,luteolin-4'-glucoside,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,sweet,FlavorDB
12304822,"(2r,3r,4s,5s,6r)-2-[(2s,3s,4s,5r)-2-[[(2s,3s,4s,5r)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO[C@@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O,sweet,FlavorDB
12304825,"o-b-d-fructofuranosyl-(2->6)-b-d-fructofuranosyl a-d-glucopyranoside, 9ci, 8ci",C(C1C(C(C(C(O1)OC2(C(C(C(O2)COC3(C(C(C(O3)CO)O)O)CO)O)O)CO)O)O)O)O,sweet,FlavorDB
12304900,schembl11757443,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H](CO)[C@H]([C@@H]([C@H](CO)O)O)O)O)O)O)O,sweet,FlavorDB
12304904,20429-79-2,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O)O,sweet,FlavorDB
12304907,alpha-kojibiose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,FlavorDB
12304908,2-o-alpha-d-glucopyranosyl-beta-d-glucopyranose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,FlavorDB
12304961,chebi:79286,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,sweet,FlavorDB
12304964,"(2s,3r,4s,5s,6r)-2-[(2r,3r,4s,5r)-4,5-dihydroxy-2,5-bis(hydroxymethyl)oxolan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,sweet,FlavorDB
12305017,schembl2705710,C1[C@H]([C@H]([C@@H]([C@@](O1)(CO)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,FlavorDB
12305019,d-leucrose,C1[C@H]([C@H]([C@@H]([C@](O1)(CO)O)O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,FlavorDB
12305247,alloaromadendrene,C[C@@H]1CC[C@H]2[C@H]1[C@H]3[C@H](C3(C)C)CCC2=C,woody,FlavorDB
12305733,"wurcs=2.0/2,2,1/[a2122h-1x_1-5][a212h-1a_1-5]/1-2/a6-b1",C1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O,sweet,FlavorDB
12305791,water sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O.O,sweet,FlavorDB
12305793,"2-c-hydroxy-2,6-anhydro-l-glycero-l-gulo-heptitol",C([C@H]1[C@@H]([C@H]([C@@H]([C@](O1)(CO)O)O)O)O)O,sweet,FlavorDB
12305795,zinc95884212,C([C@@H]1[C@H]([C@@H]([C@H]([C@](O1)(CO)O)O)O)O)O,sweet,FlavorDB
12305796,akos015913168,C([C@H]([C@@H]([C@@H]([C@H]([13CH]=O)O)O)O)O)O,sweet,FlavorDB
12305797,"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxy(1,2,3,4,5,6-14C6)hexanal",[14CH2]([14C@H]([14C@H]([14C@@H]([14C@H]([14CH]=O)O)O)O)O)O,sweet,FlavorDB
12305799,(2-13c)-d-glucose,C([C@H]([C@H]([C@@H]([13C@H](C=O)O)O)O)O)O,sweet,FlavorDB
12305800,"d-mannose,[1-14c]-",C([C@H]([C@H]([C@@H]([C@@H]([14CH]=O)O)O)O)O)O,sweet,FlavorDB
12305811,d-talose-1-13c,C([C@H]([C@@H]([C@@H]([C@@H]([13CH]=O)O)O)O)O)O,sweet,FlavorDB
12306023,schembl7357222,C[C@@H]1[C@H](CCC(O1)O)O,sweet,FlavorDB
12306047,alpha-muurolene,CC1=C[C@@H]2[C@H](CC1)C(=CC[C@H]2C(C)C)C,woody,FlavorDB
12306048,alpha-cadinene,CC1=C[C@@H]2[C@@H](CC1)C(=CC[C@H]2C(C)C)C,woody;dry,FlavorDB
12306941,beta-l-ribopyranose,C1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O,sweet,FlavorDB
12308718,29028-02-2,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3)O)OC)C4=CC(=C(C=C4)O)O)O)O)O,sweet,FlavorDB
12308888,eryscenobiose,C1[C@H]([C@H]([C@H](OC1O)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,sweet,FlavorDB
12308889,"(2R,3R,4S,5S,6R)-2-[(2R,3S,4R)-4,6-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C1[C@H]([C@@H]([C@H](OC1O)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,sweet,FlavorDB
12309272,"(3r)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydro-4h-chromen-4-one",C1=CC(=C(C=C1C2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,bitter,FlavorDB
12309350,luteolin 3'-glucoside,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,sweet,FlavorDB
12309351,schembl1706624,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,sweet,FlavorDB
12309899,isocoreopsin,C1C(OC2=C(C1=O)C=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,sweet,FlavorDB
12309901,isookaninglucoside,C1C(OC2=C(C1=O)C=CC(=C2O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,sweet,FlavorDB
12309902,schembl3450912,C1C(OC2=C(C1=O)C=CC(=C2O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,sweet,FlavorDB
12310311,"[(2S,3R,4S,5S)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC2=C(N1[C@@H]3[C@H]([C@H]([C@@H](O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,odorless,FlavorDB
12310779,l-galactonic acid,C([C@@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O)O,sweet,FlavorDB
12312891,"(4S,5R,6R)-4-methoxy-6-methyloxane-2,5-diol",C[C@@H]1[C@H]([C@H](CC(O1)O)OC)O,sweet,FlavorDB
12312892,d-oleandropyranose,C[C@@H]1[C@H]([C@@H](CC(O1)O)OC)O,sweet,FlavorDB
12312895,"(4s)-4alpha-methoxy-6alpha-methyltetrahydro-2h-pyran-2,5alpha-diol",C[C@H]1[C@H]([C@H](CC(O1)O)OC)O,sweet,FlavorDB
12312896,fpv1ql3iuq,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O)OC)O,sweet,FlavorDB
12312898,"(2s)-2-methyl-4alpha-methoxytetrahydro-2h-pyran-3alpha,6-diol",C[C@H]1[C@@H]([C@@H](CC(O1)O)OC)O,sweet,FlavorDB
12312899,schembl489622,C[C@H]1[C@H]([C@@H](CC(O1)O)OC)O,sweet,FlavorDB
12313029,"3,4-dimethoxy-6-methyloxane-2,5-diol",CC1C(C(C(C(O1)O)OC)OC)O,sweet,FlavorDB
12313122,zinc95552863,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,sweet,FlavorDB
12313123,chembl2165403,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,sweet,FlavorDB
12313177,blood group h disaccharide,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@@H]2[C@H]([C@H]([C@H](OC2O)CO)O)O)O)O)O,sweet,FlavorDB
12313180,"wurcs=2.0/2,2,1/[a1122h-1a_1-5][a1221m-1b_1-5]/1-2/a2-b1",C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@@H]2O)CO)O)O)O)O)O,sweet,FlavorDB
12313181,"wurcs=2.0/2,2,1/[a1122h-1b_1-5][a1221m-1b_1-5]/1-2/a2-b1",C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](O[C@H]2O)CO)O)O)O)O)O,sweet,FlavorDB
12313320,"3-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-2,4,5-triol",C(C1C(C(C(C(O1)O)OC2C(C(C(O2)CO)O)O)O)O)O,sweet,FlavorDB
12313605,l-noviose,CC1(C(C(C(C(O1)O)O)O)OC)C,sweet,FlavorDB
12313771,"3-(3,4-dihydroxyphenyl)-5-hydroxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",C1=CC(=C(C=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,sweet,FlavorDB
12313772,orobol 7-glucoside,C1=CC(=C(C=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,sweet,FlavorDB
12313945,"4-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyhexane-1,2,3,5,6-pentol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(C(CO)O)C(C(CO)O)O)O)O)O)O)O)O)O,sweet,FlavorDB
12313953,schembl4364746,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N,sweet,FlavorDB
12314010,ft-0775747,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)OC4C(C(C(C(O4)CO)O)O)O,sweet,FlavorDB
12314011,schembl828654,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,sweet,FlavorDB
12314098,"wurcs=2.0/2,2,1/[ad222m-1x_1-5_3*oc][a2122h-1b_1-5]/1-2/a4-b1",C[C@@H]1[C@H]([C@H](CC(O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,FlavorDB
12314099,"wurcs=2.0/2,2,1/[ad122m-1x_1-5_3*oc][a2122h-1b_1-5]/1-2/a4-b1",C[C@@H]1[C@H]([C@@H](CC(O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,FlavorDB
12314100,"wurcs=2.0/2,2,1/[ad112m-1x_1-5_3*oc][a2122h-1b_1-5]/1-2/a4-b1",C[C@@H]1[C@@H]([C@@H](CC(O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,FlavorDB
12314116,l-guloheptulose,C([C@@H]([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O)O,sweet,FlavorDB
12314847,quercimeritrin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,sweet,FlavorDB
12314849,"2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-7-[(2R,3S,4R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O)O)O,sweet,FlavorDB
12314852,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(3R,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",C[C@H]1[C@H]([C@H]([C@H](C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,sweet,FlavorDB
12314856,schembl811472,C[C@@H]1[C@H]([C@@H]([C@H](C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,sweet,FlavorDB
12314994,"wurcs=2.0/2,2,1/[a2122h-1a_1-5][a2211m-1a_1-5]/1-2/a6-b1",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O,sweet,FlavorDB
12314995,mabioside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O,sweet,FlavorDB
12315259,11031-45-1,C/C(=C\CC[C@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,floral,FlavorDB
12315386,schembl1104923,CC1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)CO)O)O)O,sweet,FlavorDB
12315387,schembl208244,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,FlavorDB
12315422,luteolin 7-rutinoside,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,sweet,FlavorDB
12355590,n-cyclohexylsulfamide,C1CCC(CC1)NS(=O)(=O)N,sweet,FlavorDB
12358318,adenosin-3'-phosphat,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CO)OP(=O)(O)O)O)N,sweet,FlavorDB
12358319,"(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C1=NC(=C2C(=N1)N([14CH]=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,sweet,FlavorDB
12358320,4005-33-8,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@H]([C@H](O3)CO)O)O)N,sweet,FlavorDB
